Census_Tract,FIPS ,CITYNAME,Service_Area,Male,Female,White,African_American,Native_ American,Asian,Pacific Islander,Other,Multi-Race,Latino,Total_Population,GEOID,Tract,Tract Number,Neighborhood,Location,Latitude,Longitude
601700,36546,Inglewood city,8,341,302,19,49,3,3,6,0,1,562,643,1400000US06037601700,"Census Tract 6017, Los Angeles County, California",601700,Lennox,"(33.9345775, -118.350415)",33.9345775,-118.35041499999998
601700,99037,Unincorporated County - Lennox,8,2575,2385,73,191,4,34,53,8,30,4567,4960,1400000US06037601700,"Census Tract 6017, Los Angeles County, California",601700,Lennox,"(33.9345775, -118.350415)",33.9345775,-118.35041499999998
601801,36546,Inglewood city,8,1332,1392,33,154,2,24,22,9,27,2453,2724,1400000US06037601801,"Census Tract 6018.01, Los Angeles County, California",601801,Inglewood,"(33.9436365, -118.3504315)",33.9436365,-118.3504315
601801,99037,Unincorporated County - Lennox,8,752,672,22,32,6,15,17,0,1,1331,1424,1400000US06037601801,"Census Tract 6018.01, Los Angeles County, California",601801,Inglewood,"(33.9436365, -118.3504315)",33.9436365,-118.3504315
601802,36546,Inglewood city,8,43,32,1,10,0,0,0,0,0,64,75,1400000US06037601802,"Census Tract 6018.02, Los Angeles County, California",601802,Lennox,"(33.9400165, -118.350423)",33.9400165,-118.35042299999999
601802,99037,Unincorporated County - Lennox,8,2442,2306,95,78,3,18,21,16,13,4504,4748,1400000US06037601802,"Census Tract 6018.02, Los Angeles County, California",601802,Lennox,"(33.9400165, -118.350423)",33.9400165,-118.35042299999999
601900,36546,Inglewood city,8,3223,3128,78,865,9,22,59,20,57,5241,6351,1400000US06037601900,"Census Tract 6019, Los Angeles County, California",601900,Inglewood,"(33.9416, -118.339395)",33.9416,-118.339395
602002,32548,Hawthorne city,8,1682,1700,116,486,3,122,24,9,38,2584,3382,1400000US06037602002,"Census Tract 6020.02, Los Angeles County, California",602002,Hawthorne,"(33.9273185, -118.3395145)",33.9273185,-118.3395145
602003,36546,Inglewood city,8,2912,2768,98,767,12,40,40,36,66,4621,5680,1400000US06037602003,"Census Tract 6020.03, Los Angeles County, California",602003,Inglewood,"(33.9343385, -118.339381)",33.9343385,-118.339381
602004,36546,Inglewood city,8,2209,2316,32,1015,0,11,77,2,31,3357,4525,1400000US06037602004,"Census Tract 6020.04, Los Angeles County, California",602004,Inglewood,"(33.934325, -118.330778)",33.934325,-118.33077800000001
602103,32548,Hawthorne city,8,3361,3590,310,1368,26,249,100,45,120,4733,6951,1400000US06037602103,"Census Tract 6021.03, Los Angeles County, California",602103,Hawthorne,"(33.9285675, -118.356887)",33.9285675,-118.35688700000001
602104,32548,Hawthorne city,8,2738,2864,206,1424,24,215,68,42,84,3539,5602,1400000US06037602104,"Census Tract 6021.04, Los Angeles County, California",602104,Hawthorne,"(33.928417, -118.348165)",33.928416999999996,-118.348165
602105,32548,Hawthorne city,8,2180,2260,274,866,21,202,47,22,59,2949,4440,1400000US06037602105,"Census Tract 6021.05, Los Angeles County, California",602105,Hawthorne,"(33.9200625, -118.348161)",33.9200625,-118.348161
602106,32548,Hawthorne city,8,2830,2991,635,1183,16,573,57,45,126,3186,5821,1400000US06037602106,"Census Tract 6021.06, Los Angeles County, California",602106,Hawthorne,"(33.92005, -118.359021)",33.92005,-118.359021
602200,32548,Hawthorne city,8,1708,1699,260,533,4,178,100,10,79,2243,3407,1400000US06037602200,"Census Tract 6022, Los Angeles County, California",602200,Del Aire,"(33.92363, -118.369832)",33.923629999999996,-118.369832
602200,99037,Unincorporated County - Del Aire,8,2149,2142,1663,251,12,482,62,15,151,1655,4291,1400000US06037602200,"Census Tract 6022, Los Angeles County, California",602200,Del Aire,"(33.92363, -118.369832)",33.923629999999996,-118.369832
602301,32548,Hawthorne city,8,214,198,75,31,0,8,0,1,9,288,412,1400000US06037602301,"Census Tract 6023.01, Los Angeles County, California",602301,Del Aire,"(33.905529, -118.365785)",33.905529,-118.365785
602301,99037,Unincorporated County - Wiseburn,8,3054,2964,1744,222,10,486,78,27,189,3262,6018,1400000US06037602301,"Census Tract 6023.01, Los Angeles County, California",602301,Del Aire,"(33.905529, -118.365785)",33.905529,-118.365785
602302,32548,Hawthorne city,8,2058,2095,2445,90,6,479,7,9,226,891,4153,1400000US06037602302,"Census Tract 6023.02, Los Angeles County, California",602302,Hawthorne,"(33.905468, -118.37252)",33.905468,-118.37252
602402,32548,Hawthorne city,8,3331,3427,1260,722,10,554,86,35,163,3928,6758,1400000US06037602402,"Census Tract 6024.02, Los Angeles County, California",602402,Hawthorne,"(33.9084995, -118.356812)",33.9084995,-118.356812
602403,32548,Hawthorne city,8,2663,2780,464,1158,10,421,57,29,107,3197,5443,1400000US06037602403,"Census Tract 6024.03, Los Angeles County, California",602403,Hawthorne,"(33.9130825, -118.3481235)",33.9130825,-118.34812350000001
602404,32548,Hawthorne city,8,2908,3091,574,1140,5,552,148,24,128,3428,5999,1400000US06037602404,"Census Tract 6024.04, Los Angeles County, California",602404,Hawthorne,"(33.905511, -118.3481055)",33.905511,-118.34810549999999
602504,32548,Hawthorne city,8,2224,2473,225,1762,13,408,51,25,112,2101,4697,1400000US06037602504,"Census Tract 6025.04, Los Angeles County, California",602504,Hawthorne,"(33.905557, -118.3373245)",33.905557,-118.33732450000001
602505,32548,Hawthorne city,8,2128,2292,230,1523,5,173,24,24,66,2375,4420,1400000US06037602505,"Census Tract 6025.05, Los Angeles County, California",602505,Hawthorne,"(33.905555, -118.341668)",33.905555,-118.341668
602506,32548,Hawthorne city,8,2132,2462,203,2188,6,306,55,17,110,1709,4594,1400000US06037602506,"Census Tract 6025.06, Los Angeles County, California",602506,Hawthorne,"(33.9073785, -118.3308455)",33.9073785,-118.33084550000001
602507,32548,Hawthorne city,8,2077,2284,212,2075,6,274,6,21,110,1657,4361,1400000US06037602507,"Census Tract 6025.07, Los Angeles County, California",602507,Hawthorne,"(33.9037475, -118.330837)",33.903747499999994,-118.33083700000002
602508,32548,Hawthorne city,8,3524,3692,386,2479,11,332,41,48,124,3795,7216,1400000US06037602508,"Census Tract 6025.08, Los Angeles County, California",602508,Hawthorne,"(33.9128105, -118.3395105)",33.9128105,-118.3395105
602509,32548,Hawthorne city,8,813,943,51,719,1,47,25,9,33,871,1756,1400000US06037602509,"Census Tract 6025.09, Los Angeles County, California",602509,Hawthorne,"(33.917666, -118.335149)",33.917666,-118.335149
602509,99037,Unincorporated County - Hawthorne,8,1298,1382,112,153,5,359,19,3,29,2000,2680,1400000US06037602509,"Census Tract 6025.09, Los Angeles County, California",602509,Hawthorne,"(33.917666, -118.335149)",33.917666,-118.335149
602600,28168,Gardena city,8,3406,4115,223,5360,10,289,12,20,156,1451,7521,1400000US06037602600,"Census Tract 6026, Los Angeles County, California",602600,Gardena,"(33.9091925, -118.3177665)",33.909192499999996,-118.3177665
602700,32548,Hawthorne city,8,1011,1264,40,1727,6,44,22,7,44,385,2275,1400000US06037602700,"Census Tract 6027, Los Angeles County, California",602700,Hawthorne,"(33.9236775, -118.3177205)",33.923677500000004,-118.31772050000001
602700,36546,Inglewood city,8,0,1,0,0,0,0,0,0,0,1,1,1400000US06037602700,"Census Tract 6027, Los Angeles County, California",602700,Hawthorne,"(33.9236775, -118.3177205)",33.923677500000004,-118.31772050000001
602700,99037,Unincorporated County - Athens-Westmont,8,278,346,7,530,0,5,0,2,8,72,624,1400000US06037602700,"Census Tract 6027, Los Angeles County, California",602700,Hawthorne,"(33.9236775, -118.3177205)",33.923677500000004,-118.31772050000001
602801,99037,Unincorporated County - Athens-Westmont,8,1966,2123,43,1354,3,18,3,33,34,2601,4089,1400000US06037602801,"Census Tract 6028.01, Los Angeles County, California",602801,Athens,"(33.9273235, -118.3002815)",33.9273235,-118.3002815
602802,99037,Unincorporated County - Athens-Westmont,8,2020,2212,55,2476,5,62,3,19,69,1543,4232,1400000US06037602802,"Census Tract 6028.02, Los Angeles County, California",602802,Athens,"(33.920228, -118.3002815)",33.920228,-118.3002815
602900,28168,Gardena city,8,2375,2269,295,856,17,238,10,20,74,3134,4644,1400000US06037602900,"Census Tract 6029, Los Angeles County, California",602900,Gardena,"(33.908722, -118.304711)",33.908722,-118.30471100000001
603001,28168,Gardena city,8,3505,3841,326,1991,18,1375,91,10,159,3376,7346,1400000US06037603001,"Census Tract 6030.01, Los Angeles County, California",603001,Gardena,"(33.9016845, -118.2960225)",33.901684499999995,-118.2960225
603004,28168,Gardena city,8,743,849,110,321,0,641,8,3,30,479,1592,1400000US06037603004,"Census Tract 6030.04, Los Angeles County, California",603004,Gardena,"(33.892234, -118.2960665)",33.892234,-118.29606650000001
603005,28168,Gardena city,8,2791,3157,272,1936,6,746,48,23,137,2780,5948,1400000US06037603005,"Census Tract 6030.05, Los Angeles County, California",603005,Gardena,"(33.8982925, -118.304751)",33.8982925,-118.304751
603006,28168,Gardena city,8,990,1078,184,221,2,903,8,11,65,674,2068,1400000US06037603006,"Census Tract 6030.06, Los Angeles County, California",603006,Gardena,"(33.8910355, -118.3042245)",33.8910355,-118.30422450000002
603101,28168,Gardena city,8,2138,2288,400,684,4,1300,69,23,108,1838,4426,1400000US06037603101,"Census Tract 6031.01, Los Angeles County, California",603101,Gardena,"(33.88692, -118.2954995)",33.88692,-118.2954995
603102,28168,Gardena city,8,2084,2186,272,503,3,1346,52,7,76,2011,4270,1400000US06037603102,"Census Tract 6031.02, Los Angeles County, California",603102,Gardena,"(33.877144, -118.295371)",33.877144,-118.295371
603200,28168,Gardena city,8,1378,1498,394,243,7,1303,17,17,73,822,2876,1400000US06037603200,"Census Tract 6032, Los Angeles County, California",603200,Gardena,"(33.869186, -118.2998365)",33.869186,-118.2998365
603301,28168,Gardena city,8,1924,2013,310,244,2,2107,31,8,170,1065,3937,1400000US06037603301,"Census Tract 6033.01, Los Angeles County, California",603301,Gardena,"(33.8843295, -118.3064395)",33.8843295,-118.3064395
603302,28168,Gardena city,8,1958,2035,404,235,8,1789,13,5,118,1421,3993,1400000US06037603302,"Census Tract 6033.02, Los Angeles County, California",603302,Gardena,"(33.877386, -118.306193)",33.877386,-118.306193
603400,28168,Gardena city,8,2229,2352,542,642,4,1199,21,7,132,2034,4581,1400000US06037603400,"Census Tract 6034, Los Angeles County, California",603400,Gardena,"(33.8932645, -118.313471)",33.8932645,-118.31347099999999
603500,28168,Gardena city,8,1567,1650,604,332,12,813,18,13,84,1341,3217,1400000US06037603500,"Census Tract 6035, Los Angeles County, California",603500,Gardena,"(33.898302, -118.3199915)",33.898302,-118.3199915
603600,28168,Gardena city,8,2137,2121,1033,290,7,1344,16,17,147,1404,4258,1400000US06037603600,"Census Tract 6036, Los Angeles County, California",603600,Gardena,"(33.888753, -118.3221555)",33.888753,-118.3221555
603702,32548,Hawthorne city,8,13,28,23,7,0,4,0,0,2,5,41,1400000US06037603702,"Census Tract 6037.02, Los Angeles County, California",603702,Alondra Park,"(33.885925, -118.335435)",33.885925,-118.335435
603702,99037,Unincorporated County - El Camino Village,8,2503,2563,1656,227,9,1176,21,31,175,1771,5066,1400000US06037603702,"Census Tract 6037.02, Los Angeles County, California",603702,Alondra Park,"(33.885925, -118.335435)",33.885925,-118.335435
603703,32548,Hawthorne city,8,1371,1433,684,248,3,495,67,17,65,1225,2804,1400000US06037603703,"Census Tract 6037.03, Los Angeles County, California",603703,Hawthorne,"(33.898292, -118.339779)",33.898292,-118.33977900000001
603704,32548,Hawthorne city,8,1417,1611,207,1374,7,147,47,3,61,1182,3028,1400000US06037603704,"Census Tract 6037.04, Los Angeles County, California",603704,Hawthorne,"(33.8982975, -118.330837)",33.8982975,-118.33083700000002
603704,99037,Unincorporated County - El Camino Village,8,1917,1899,138,586,2,161,23,2,50,2854,3816,1400000US06037603704,"Census Tract 6037.04, Los Angeles County, California",603704,Hawthorne,"(33.8982975, -118.330837)",33.8982975,-118.33083700000002
603801,40886,Lawndale city,8,2381,2405,443,945,10,592,73,12,96,2615,4786,1400000US06037603801,"Census Tract 6038.01, Los Angeles County, California",603801,Lawndale,"(33.898542, -118.348093)",33.898542,-118.34809299999999
603802,40886,Lawndale city,8,2177,2125,531,322,8,688,41,12,95,2605,4302,1400000US06037603802,"Census Tract 6038.02, Los Angeles County, California",603802,Lawndale,"(33.890992, -118.348088)",33.890992,-118.34808799999999
603900,40886,Lawndale city,8,3759,3679,1291,645,30,724,60,35,176,4477,7438,1400000US06037603900,"Census Tract 6039, Los Angeles County, California",603900,Lawndale,"(33.8948405, -118.360618)",33.8948405,-118.36061799999999
604001,40886,Lawndale city,8,2325,2303,786,420,7,238,87,18,83,2989,4628,1400000US06037604001,"Census Tract 6040.01, Los Angeles County, California",604001,Lawndale,"(33.8837445, -118.356835)",33.8837445,-118.356835
604002,40886,Lawndale city,8,2628,2633,1099,405,9,460,59,35,131,3063,5261,1400000US06037604002,"Census Tract 6040.02, Los Angeles County, California",604002,Lawndale,"(33.8765055, -118.3568285)",33.8765055,-118.35682849999999
604100,40886,Lawndale city,8,3520,3446,1137,515,28,593,62,49,182,4400,6966,1400000US06037604100,"Census Tract 6041, Los Angeles County, California",604100,Lawndale,"(33.880805, -118.34807)",33.880805,-118.34806999999999
609900,99037,Unincorporated County - La Rambla,8,933,1053,562,92,7,102,4,8,54,1157,1986,1400000US06037609900,"Census Tract 6099, Los Angeles County, California",609900,San Pedro,"(33.741006, -118.302932)",33.741006,-118.30293200000001
620001,22412,El Segundo city,8,1952,1968,2638,68,9,354,8,18,177,648,3920,1400000US06037620001,"Census Tract 6200.01, Los Angeles County, California",620001,El Segundo,"(33.9275455, -118.4037575)",33.9275455,-118.4037575
620002,22412,El Segundo city,8,1826,1791,2290,70,10,434,6,8,197,602,3617,1400000US06037620002,"Census Tract 6200.02, Los Angeles County, California",620002,El Segundo,"(33.91999, -118.4047515)",33.919990000000006,-118.40475149999999
620101,22412,El Segundo city,8,2646,2749,3587,119,12,455,7,29,241,945,5395,1400000US06037620101,"Census Tract 6201.01, Los Angeles County, California",620101,El Segundo,"(33.927506, -118.4199925)",33.927506,-118.4199925
620102,22412,El Segundo city,8,1813,1773,2483,73,11,294,3,14,167,541,3586,1400000US06037620102,"Census Tract 6201.02, Los Angeles County, California",620102,El Segundo,"(33.9199625, -118.418878)",33.9199625,-118.418878
620201,45400,Manhattan Beach city,8,871,650,1198,12,2,93,3,5,73,135,1521,1400000US06037620201,"Census Tract 6202.01, Los Angeles County, California",620201,Manhattan Beach,"(33.90297816, -118.4197145)",33.90297816,-118.4197145
620301,45400,Manhattan Beach city,8,2252,2408,3753,28,4,300,0,10,222,343,4660,1400000US06037620301,"Census Tract 6203.01, Los Angeles County, California",620301,Manhattan Beach,"(33.897189, -118.4043155)",33.897189000000004,-118.40431550000001
620303,45400,Manhattan Beach city,8,2238,2290,3664,20,1,300,5,16,211,311,4528,1400000US06037620303,"Census Tract 6203.03, Los Angeles County, California",620303,Manhattan Beach,"(33.8930745, -118.4029825)",33.8930745,-118.4029825
620305,45400,Manhattan Beach city,8,3337,3181,5456,37,9,339,16,9,254,398,6518,1400000US06037620305,"Census Tract 6203.05, Los Angeles County, California",620305,Manhattan Beach,"(33.89289461, -118.4143834)",33.89289461,-118.4143834
620400,45400,Manhattan Beach city,8,2371,2615,3581,61,8,621,5,11,252,447,4986,1400000US06037620400,"Census Tract 6204, Los Angeles County, California",620400,Manhattan Beach,"(33.894625, -118.3873925)",33.894625,-118.3873925
620501,60018,Redondo Beach city,8,2837,2823,3683,131,8,689,27,6,287,829,5660,1400000US06037620501,"Census Tract 6205.01, Los Angeles County, California",620501,Redondo Beach,"(33.887363, -118.3700055)",33.887363,-118.37000549999999
620521,60018,Redondo Beach city,8,2135,2256,2279,230,6,539,9,23,265,1040,4391,1400000US06037620521,"Census Tract 6205.21, Los Angeles County, California",620521,Redondo Beach,"(33.8764805, -118.365622)",33.8764805,-118.365622
620522,60018,Redondo Beach city,8,2507,2471,2953,141,14,736,24,27,281,802,4978,1400000US06037620522,"Census Tract 6205.22, Los Angeles County, California",620522,Redondo Beach,"(33.8764625, -118.374998)",33.8764625,-118.374998
620601,60018,Redondo Beach city,8,2910,2960,3042,261,16,902,28,27,292,1302,5870,1400000US06037620601,"Census Tract 6206.01, Los Angeles County, California",620601,Redondo Beach,"(33.869829, -118.362536)",33.869828999999996,-118.362536
620602,60018,Redondo Beach city,8,2842,2766,3363,123,20,677,16,28,232,1149,5608,1400000US06037620602,"Census Tract 6206.02, Los Angeles County, California",620602,Redondo Beach,"(33.8633335, -118.3630525)",33.8633335,-118.3630525
620701,60018,Redondo Beach city,8,3501,3648,4499,153,25,933,15,48,427,1049,7149,1400000US06037620701,"Census Tract 6207.01, Los Angeles County, California",620701,Redondo Beach,"(33.8691805, -118.382039)",33.8691805,-118.38203899999999
620702,60018,Redondo Beach city,8,3657,3803,4769,141,15,976,25,32,410,1092,7460,1400000US06037620702,"Census Tract 6207.02, Los Angeles County, California",620702,Redondo Beach,"(33.861085, -118.3796415)",33.861084999999996,-118.3796415
620800,45400,Manhattan Beach city,8,3692,3762,4972,88,16,1279,11,24,429,635,7454,1400000US06037620800,"Census Tract 6208, Los Angeles County, California",620800,Manhattan Beach,"(33.8800905, -118.387312)",33.8800905,-118.38731200000001
620901,45400,Manhattan Beach city,8,1295,1343,2160,26,8,187,4,6,84,163,2638,1400000US06037620901,"Census Tract 6209.01, Los Angeles County, California",620901,Manhattan Beach,"(33.882237, -118.4018225)",33.882236999999996,-118.40182250000001
620904,45400,Manhattan Beach city,8,1451,1414,2438,24,0,117,2,7,85,192,2865,1400000US06037620904,"Census Tract 6209.04, Los Angeles County, California",620904,Manhattan Beach,"(33.8813737, -118.4072397)",33.881373700000005,-118.4072397
621001,33364,Hermosa Beach city,8,1943,1923,2934,45,2,302,7,18,211,347,3866,1400000US06037621001,"Census Tract 6210.01, Los Angeles County, California",621001,Hermosa Beach,"(33.8701875, -118.3941825)",33.8701875,-118.3941825
621002,33364,Hermosa Beach city,8,567,442,830,18,0,29,6,4,42,80,1009,1400000US06037621002,"Census Tract 6210.02, Los Angeles County, California",621002,Hermosa Beach,"(33.8696538, -118.4050238)",33.869653799999995,-118.4050238
621004,33364,Hermosa Beach city,8,2304,2203,3707,28,9,184,7,13,182,377,4507,1400000US06037621004,"Census Tract 6210.04, Los Angeles County, California",621004,Hermosa Beach,"(33.8695295, -118.4012875)",33.8695295,-118.4012875
621102,33364,Hermosa Beach city,8,1434,1351,2087,25,4,205,8,2,153,301,2785,1400000US06037621102,"Census Tract 6211.02, Los Angeles County, California",621102,Hermosa Beach,"(33.860177, -118.388831)",33.860177,-118.38883100000001
621104,33364,Hermosa Beach city,8,4110,3433,6023,121,13,462,19,18,202,685,7543,1400000US06037621104,"Census Tract 6211.04, Los Angeles County, California",621104,Hermosa Beach,"(33.85822473, -118.39661)",33.85822473,-118.39661000000001
621201,60018,Redondo Beach city,8,3354,3253,4424,192,17,574,18,43,311,1028,6607,1400000US06037621201,"Census Tract 6212.01, Los Angeles County, California",621201,Redondo Beach,"(33.8500655, -118.3831365)",33.8500655,-118.38313649999999
621204,60018,Redondo Beach city,8,1601,1512,2129,69,11,465,1,14,91,333,3113,1400000US06037621204,"Census Tract 6212.04, Los Angeles County, California",621204,Redondo Beach,"(33.846546, -118.393796)",33.846546000000004,-118.393796
621301,60018,Redondo Beach city,8,3325,3534,4509,158,7,876,15,36,338,920,6859,1400000US06037621301,"Census Tract 6213.01, Los Angeles County, California",621301,Redondo Beach,"(33.835159, -118.379359)",33.835159000000004,-118.37935900000001
621324,60018,Redondo Beach city,8,1980,1876,2660,103,9,430,10,22,142,480,3856,1400000US06037621324,"Census Tract 6213.24, Los Angeles County, California",621324,Redondo Beach,"(33.835432, -118.388025)",33.835432,-118.388025
621326,60018,Redondo Beach city,8,1656,1621,2487,75,5,291,4,7,98,310,3277,1400000US06037621326,"Census Tract 6213.26, Los Angeles County, California",621326,Redondo Beach,"(33.82188797, -118.3882982)",33.82188797,-118.38829820000001
621400,60018,Redondo Beach city,8,2153,2335,3197,58,17,422,2,25,238,529,4488,1400000US06037621400,"Census Tract 6214, Los Angeles County, California",621400,Redondo Beach,"(33.8222325, -118.3792945)",33.8222325,-118.3792945
650001,80000,Torrance city,8,2912,2961,1400,174,9,2797,12,18,248,1215,5873,1400000US06037650001,"Census Tract 6500.01, Los Angeles County, California",650001,Torrance,"(33.8799285, -118.3199695)",33.8799285,-118.31996950000001
650003,80000,Torrance city,8,1620,1737,855,252,3,1117,31,26,129,944,3357,1400000US06037650003,"Census Tract 6500.03, Los Angeles County, California",650003,Torrance,"(33.8763935, -118.339968)",33.8763935,-118.339968
650004,80000,Torrance city,8,2145,2113,1070,268,5,1777,28,29,189,892,4258,1400000US06037650004,"Census Tract 6500.04, Los Angeles County, California",650004,Torrance,"(33.8778065, -118.3307945)",33.8778065,-118.33079450000001
650101,80000,Torrance city,8,2811,2994,1289,122,12,2949,10,11,348,1064,5805,1400000US06037650101,"Census Tract 6501.01, Los Angeles County, California",650101,Torrance,"(33.866448, -118.317788)",33.866448,-118.317788
650102,80000,Torrance city,8,1167,1139,937,62,1,667,10,18,117,494,2306,1400000US06037650102,"Census Tract 6501.02, Los Angeles County, California",650102,Torrance,"(33.8687585, -118.3342225)",33.868758500000006,-118.33422250000001
650200,80000,Torrance city,8,2916,2914,2260,163,14,1512,36,15,311,1519,5830,1400000US06037650200,"Census Tract 6502, Los Angeles County, California",650200,Torrance,"(33.867113, -118.32676)",33.867113,-118.32676000000001
650300,80000,Torrance city,8,3399,3458,2167,276,25,2218,38,19,332,1782,6857,1400000US06037650300,"Census Tract 6503, Los Angeles County, California",650300,Torrance,"(33.86746, -118.351318)",33.867459999999994,-118.35131799999999
650401,80000,Torrance city,8,2174,2384,1958,47,12,1547,26,13,249,706,4558,1400000US06037650401,"Census Tract 6504.01, Los Angeles County, California",650401,Torrance,"(33.844669, -118.3410885)",33.844669,-118.3410885
650501,80000,Torrance city,8,1532,1550,1715,24,7,770,16,5,116,429,3082,1400000US06037650501,"Census Tract 6505.01, Los Angeles County, California",650501,Torrance,"(33.853453, -118.3594535)",33.853453,-118.35945349999999
650502,80000,Torrance city,8,2090,2168,2237,75,14,1186,2,6,210,528,4258,1400000US06037650502,"Census Tract 6505.02, Los Angeles County, California",650502,Torrance,"(33.8534285, -118.3701455)",33.8534285,-118.3701455
650602,80000,Torrance city,8,3495,3732,1922,293,12,3814,8,52,309,817,7227,1400000US06037650602,"Census Tract 6506.02, Los Angeles County, California",650602,Torrance,"(33.8430865, -118.362272)",33.8430865,-118.36227199999999
650603,80000,Torrance city,8,1816,2050,1717,62,12,1512,4,30,152,377,3866,1400000US06037650603,"Census Tract 6506.03, Los Angeles County, California",650603,Torrance,"(33.8431555, -118.36973)",33.8431555,-118.36973
650604,80000,Torrance city,8,2849,2903,1540,304,24,2540,25,50,200,1069,5752,1400000US06037650604,"Census Tract 6506.04, Los Angeles County, California",650604,Torrance,"(33.84034, -118.349129)",33.840340000000005,-118.349129
650605,80000,Torrance city,8,1424,1500,909,107,5,1510,1,23,104,265,2924,1400000US06037650605,"Census Tract 6506.05, Los Angeles County, California",650605,Torrance,"(33.845876, -118.349133)",33.845876000000004,-118.34913300000001
650701,80000,Torrance city,8,1204,1329,1214,42,1,863,5,9,90,309,2533,1400000US06037650701,"Census Tract 6507.01, Los Angeles County, California",650701,Torrance,"(33.8313195, -118.353571)",33.8313195,-118.353571
650702,80000,Torrance city,8,2215,2368,2617,29,6,1080,5,29,233,584,4583,1400000US06037650702,"Census Tract 6507.02, Los Angeles County, California",650702,Torrance,"(33.832556, -118.367489)",33.832556,-118.36748899999999
650800,80000,Torrance city,8,3416,3803,1623,127,5,4748,2,6,255,453,7219,1400000US06037650800,"Census Tract 6508, Los Angeles County, California",650800,Torrance,"(33.8266215, -118.3366605)",33.8266215,-118.3366605
650901,80000,Torrance city,8,2971,3079,2426,152,11,1181,34,21,259,1966,6050,1400000US06037650901,"Census Tract 6509.01, Los Angeles County, California",650901,Torrance,"(33.8351275, -118.318833)",33.835127500000006,-118.31883300000001
650902,80000,Torrance city,8,3603,3774,2088,179,23,2623,44,18,277,2125,7377,1400000US06037650902,"Census Tract 6509.02, Los Angeles County, California",650902,Torrance,"(33.824236, -118.3187445)",33.824236,-118.31874450000001
651001,80000,Torrance city,8,2694,2916,2167,160,10,1605,33,27,250,1358,5610,1400000US06037651001,"Census Tract 6510.01, Los Angeles County, California",651001,Torrance,"(33.8111705, -118.314085)",33.8111705,-118.314085
651002,80000,Torrance city,8,2312,2359,1747,116,13,1754,4,6,196,835,4671,1400000US06037651002,"Census Tract 6510.02, Los Angeles County, California",651002,Torrance,"(33.814399, -118.324082)",33.814399,-118.324082
651101,80000,Torrance city,8,2431,2653,1942,159,7,2115,21,10,198,632,5084,1400000US06037651101,"Census Tract 6511.01, Los Angeles County, California",651101,Torrance,"(33.806877, -118.338471)",33.806877,-118.338471
651102,80000,Torrance city,8,1676,1915,1501,91,3,1333,5,10,159,489,3591,1400000US06037651102,"Census Tract 6511.02, Los Angeles County, California",651102,Torrance,"(33.8200495, -118.3453865)",33.820049499999996,-118.3453865
651201,80000,Torrance city,8,2370,2490,3130,37,21,819,11,17,209,616,4860,1400000US06037651201,"Census Tract 6512.01, Los Angeles County, California",651201,Torrance,"(33.8205315, -118.367129)",33.8205315,-118.367129
651221,80000,Torrance city,8,1624,1797,1204,139,8,1528,1,12,131,398,3421,1400000US06037651221,"Census Tract 6512.21, Los Angeles County, California",651221,Torrance,"(33.8210435, -118.355335)",33.8210435,-118.35533500000001
651222,80000,Torrance city,8,3100,3208,2477,171,13,2468,25,18,271,865,6308,1400000US06037651222,"Census Tract 6512.22, Los Angeles County, California",651222,Torrance,"(33.8127245, -118.360268)",33.8127245,-118.36026799999999
651302,80000,Torrance city,8,2902,3086,3781,53,11,1195,6,15,282,645,5988,1400000US06037651302,"Census Tract 6513.02, Los Angeles County, California",651302,Torrance,"(33.8061, -118.370769)",33.8061,-118.370769
651304,80000,Torrance city,8,2341,2460,3555,49,9,382,4,21,209,572,4801,1400000US06037651304,"Census Tract 6513.04, Los Angeles County, California",651304,Torrance,"(33.8116915, -118.381965)",33.811691499999995,-118.381965
651401,62644,Rolling Hills Estates cit,8,0,0,0,0,0,0,0,0,0,0,0,1400000US06037651401,"Census Tract 6514.01, Los Angeles County, California",651401,Torrance,"(33.7862665, -118.3340915)",33.786266499999996,-118.3340915
651401,80000,Torrance city,8,1183,1351,1444,48,4,654,1,6,104,273,2534,1400000US06037651401,"Census Tract 6514.01, Los Angeles County, California",651401,Torrance,"(33.7862665, -118.3340915)",33.786266499999996,-118.3340915
651402,80000,Torrance city,8,3033,3070,2565,102,6,2400,33,14,292,691,6103,1400000US06037651402,"Census Tract 6514.02, Los Angeles County, California",651402,Torrance,"(33.796968, -118.3450715)",33.796968,-118.3450715
670001,42468,Lomita city,8,1610,1734,1440,60,11,501,25,12,152,1143,3344,1400000US06037670001,"Census Tract 6700.01, Los Angeles County, California",670001,Lomita,"(33.8027475, -118.3183505)",33.802747499999995,-118.3183505
670002,42468,Lomita city,8,2004,2076,1492,183,10,583,32,9,187,1584,4080,1400000US06037670002,"Census Tract 6700.02, Los Angeles County, California",670002,Lomita,"(33.7953365, -118.312963)",33.7953365,-118.31296299999998
670003,42468,Lomita city,8,2786,2899,2535,153,29,765,35,14,245,1909,5685,1400000US06037670003,"Census Tract 6700.03, Los Angeles County, California",670003,Lomita,"(33.797717, -118.3226775)",33.797717,-118.3226775
670100,42468,Lomita city,8,3107,3460,2532,470,29,1110,35,26,264,2101,6567,1400000US06037670100,"Census Tract 6701, Los Angeles County, California",670100,Rolling Hills Estates,"(33.7824185, -118.318576)",33.7824185,-118.31857600000001
